0.0,-1.0,-1.0,0.10337421085504542,-0.340824100917265,0.19392560595401273,-0.6997732220831049,0.19985486775170277,-1.065126457423208
1.0,-1.0,-1.0,0.1034334261353267,-0.34125834362159063,0.1930832881210529,-0.700814639518186,0.19417256848951336,-1.0650258298337147
2.0,-1.0,-1.0,0.10282931967898838,-0.34133326266857256,0.19188237141998163,-0.7016848295237358,0.18730314231249887,-1.065735111260878
3.0,-1.0,-1.0,0.10276729382712832,-0.34167299017259767,0.1887661776972402,-0.7014788014734342,0.18038327885812777,-1.0654772956777243
4.0,-1.0,-1.0,0.10193686790638788,-0.34155711516518017,0.1858687334180299,-0.7024497828171555,0.1740004144303951,-1.0660925397285996
5.0,-1.0,-1.0,0.10079933268148153,-0.34106719522578866,0.1840177962049544,-0.7030696735723316,0.1679444836345347,-1.066301670950577
6.0,-1.0,-1.0,0.10025437707971498,-0.34120847812240646,0.18125194412188508,-0.7034118895193878,0.16069668526538883,-1.0673846939719984
7.0,-1.0,-1.0,0.09939258926045114,-0.34190832923633546,0.1788766594808823,-0.7048924970164064,0.15340572167085081,-1.0672381899085033
8.0,-1.0,-1.0,0.09836826879803948,-0.34200871522941795,0.17646850430599104,-0.7048047465156076,0.1479278559226517,-1.067375470357916
9.0,-1.0,-1.0,0.09761680463755455,-0.34191710992366503,0.17306695300926744,-0.7053267665647776,0.14180805508899558,-1.0682491017701168
10.0,-1.0,-1.0,0.09761680463755455,-0.34191710992366503,0.1705676327709717,-0.7055006300795911,0.13542247135943922,-1.0689092961754194
11.0,-1.0,-1.0,0.09793876406776945,-0.34194428951987743,0.169032464751186,-0.7065566775195466,0.12955314963126294,-1.0685417636089183
12.0,-1.0,-1.0,0.0970411340787646,-0.3426158470097002,0.1652831944780496,-0.7065812586121412,0.12238997980040774,-1.0685014814340281
13.0,-1.0,-1.0,0.09603755601042038,-0.3429199470963494,0.16110331349996276,-0.7081308794661004,0.11611331578604324,-1.0692808929304307
14.0,-1.0,-1.0,0.09392626913628258,-0.34278128954739545,0.15807553332594756,-0.7076620213649194,0.10957578670494036,-1.0694269835956232
15.0,-1.0,-1.0,0.09304241014269186,-0.3428677246899577,0.15512219974371086,-0.7082458337227526,0.10399514047478758,-1.070278299552682
16.0,-1.0,-1.0,0.09256995493939495,-0.3431254275281197,0.1519313634676578,-0.7091331126477578,0.09828825206679018,-1.070340226081573
17.0,-1.0,-1.0,0.0924786851842126,-0.34397235716812086,0.14872136322742086,-0.7103083154375089,0.09294329387296837,-1.0706553724930041
18.0,-1.0,-1.0,0.09219992050784008,-0.3439026646568253,0.14480927307984823,-0.711145014811716,0.0873714927558547,-1.0709244679441365
19.0,-1.0,-1.0,0.09139995452568933,-0.3443638319389301,0.1414062238853778,-0.7118070426653358,0.0823584799772267,-1.070790551053643
20.0,-1.0,-1.0,0.09040295593293197,-0.34392683503552124,0.1376714010776058,-0.7129831527838292,0.07657336265141965,-1.0707709361094924
21.0,-1.0,-1.0,0.08874912380938643,-0.3443491616679866,0.13290030952270698,-0.712832431520764,0.07031480494584083,-1.0714163850805238
22.0,-1.0,-1.0,0.08780280409039629,-0.34473484617815087,0.12840908861886105,-0.7135106678091425,0.06481926507799102,-1.0716596726661762
23.0,-1.0,-1.0,0.08682226358202191,-0.34564211854835036,0.12423416573600425,-0.7138826645404337,0.059387898585652694,-1.0718227985627327
24.0,-1.0,-1.0,0.08612115616675668,-0.34631736709444877,0.12077113620595167,-0.7141428209243672,0.054106319183591406,-1.0719703602816262
25.0,-1.0,-1.0,0.08544761221755637,-0.3459675918641399,0.11578317965952586,-0.7147607869614707,0.049678868994572446,-1.0730427101105005
26.0,-1.0,-1.0,0.08392481124959794,-0.3459616915429078,0.11107808955964668,-0.7157299321724699,0.044612849963420007,-1.0734638314453164
27.0,-1.0,-1.0,0.08164519610285824,-0.346637839364535,0.10674182322486392,-0.7167981211742699,0.03961082982148237,-1.0746710054934265
28.0,-1.0,-1.0,0.08034560337441195,-0.34608952020384964,0.10220855917673378,-0.7168286079569053,0.0347617294699482,-1.0746845644208805
29.0,-1.0,-1.0,0.07845380952386938,-0.3459486909716033,0.09756434063475208,-0.7175376853693216,0.0298654077577253,-1.0746953557272285
30.0,-1.0,-1.0,0.07742365048153056,-0.3460863257624184,0.09260070479367774,-0.7176645664354525,0.02548042216450727,-1.075388713266517
31.0,-0.013331592931232036,-0.005532323100273065,0.07605976089496284,-0.34721899953065877,0.08835365196018116,-0.718310334850627,0.021716857437066493,-1.0755802079505077
32.0,-0.012884193960137147,-0.007023657477930187,0.07541206776171584,-0.3471652496980703,0.08288588762635707,-0.7182855953781633,0.018139595755189503,-1.0760682568599182
33.0,-0.011005110765206098,0.0003787921225631232,0.07327416233191947,-0.34749563815861667,0.07803372436921525,-0.7182171189021356,0.013515504878630069,-1.0769802859950053
34.0,-0.011118137619381182,0.00013475290363283832,0.0701119874433982,-0.3479163273042977,0.07261196267640746,-0.7182800816111887,0.010036492403802237,-1.0777225104349801
35.0,-0.00857501595181172,0.0019997080773425323,0.06734404957798258,-0.34663460197263085,0.06820650044517378,-0.7192356491039023,0.006969592402073184,-1.0778068141603185
36.0,-0.008934283236659657,0.0032793422578541206,0.06401417725193191,-0.3460224879374775,0.06304731378481203,-0.719386966304781,0.0030418065410137145,-1.0780717407311629
37.0,-0.0057257808941695645,0.002819157467820093,0.058884153962755564,-0.34599552846243936,0.05780947138631509,-0.7187296764252169,0.0001944774106122029,-1.0784251103791833
